SYMPTOM_ID,SYMPTOM_NAME
1089,Cartilage graft
1090,Blood glucose increased
1091,Spinal subdural haematoma
1092,Biopsy pharynx normal
1093,Free thyroxine index normal
1094,Autologous bone marrow transplantation therapy
1095,Excessive granulation tissue
1096,Neutralising antibodies
1097,Computerised tomogram liver
1098,Fibronectin increased
1099,Blood bilirubin unconjugated normal
1100,Skin induration
1101,Product solubility abnormal
1102,Superior mesenteric artery dissection
1103,Chlamydia test positive
1104,Oral neoplasm
1105,Intrusive thoughts
1106,Basedow's disease
1107,Arteriovenous fistula
1108,Respiratory tract irritation
1109,Cerebral circulatory failure
1110,Fallopian tube cyst
1111,Expired device used
1112,Brachiocephalic vein thrombosis
1113,Activated partial thromboplastin time prolonged
1114,Bone density abnormal
1115,Mononuclear cell count increased
1116,Dexamethasone suppression test positive
1117,Contraindicated product prescribed
1118,Complicated migraine
1119,Peritoneal dialysis complication
1120,Oestrogenic effect
1121,Monofilament pressure perception test
1122,Glucocorticoid deficiency
1123,Ampullary renal pelvis
1124,Protein albumin ratio
1125,Portal hypertension
1126,Corynebacterium test
1127,Cystitis-like symptom
1128,Device temperature issue
1129,Papillary thyroid cancer
1130,Ultrasound biliary tract
1131,Sarcoidosis of lymph node
1132,Retroperitoneal mass
1133,Patient-device incompatibility
1134,Cronkhite-Canada syndrome
1135,Congenital megacolon
1136,Genital blister
1137,Genital injury
1138,Intrapericardial thrombosis
1139,MELAS syndrome
1140,Food aversion
1141,Injection site scab
1142,Glioblastoma multiforme
1143,Brain lobectomy
1144,Type 3 diabetes mellitus
1145,Labile blood pressure
1146,Ureteroscopy abnormal
1147,Uterine mass
1148,Atypical mycobacterial lower respiratory tract infection
1149,Arterial revascularisation
1150,Detoxification
1151,Venous pressure jugular
1152,Red blood cells urine
1153,Nasal mucosal disorder
1154,First trimester pregnancy
1155,Implant site infection
1156,Endometritis
1157,Exposure via father
1158,Brain death
1159,Noonan syndrome
1160,Periumbilical abscess
1161,Exfoliation syndrome
1162,Ceruloplasmin increased
1163,Emetophobia
1164,Thrombophlebitis septic
1165,Abdominal wound dehiscence
1166,Bladder mass
1167,Ureterolithotomy
1168,Vaginal oedema
1169,Aberrant aortic arch
1170,Lysinuric protein intolerance
1171,Benign enlargement of the subarachnoid spaces
1172,BRCA2 gene mutation assay
1173,Death of pet
1174,Post-tussive vomiting
1175,Gingival erosion
1176,Breast necrosis
1177,Chloroma
1178,Anti-insulin antibody decreased
1179,Angioimmunoblastic T-cell lymphoma recurrent
1180,Non-alcoholic fatty liver
1181,Blood amylase
1182,Rash macular
1183,Labelled drug-drug interaction medication error
1184,Wolf-Hirschhorn syndrome
1185,Posterior cortical atrophy
1186,Ear discomfort
1187,Eye luxation
1188,Venous occlusion
1189,Device extrusion
1190,Angiotensin converting enzyme
1191,Bronchiectasis
1192,Nasal septal operation
1193,Rectal ultrasound normal
1194,Coagulation factor VII level decreased
1195,Tethered oral tissue
1196,Vaccination site eschar
1197,Wernicke-Korsakoff syndrome
1198,Prothrombin time ratio abnormal
1199,Urinary tract infection fungal
1200,Uterine injury
1201,Visual brightness
1202,Hepatitis E virus test
1203,Venous oxygen saturation
1204,Acute aortic syndrome
1205,Anti-neuronal antibody negative
1206,Accessory breast
1207,Lymphatic insufficiency
1208,Stool heavy metal positive
1209,Elsberg syndrome
1210,Granuloma
1211,Victim of child abuse
1212,Incision site inflammation
1213,Asthma late onset
1214,Millard-Gubler syndrome
1215,Klebsiella test
1216,Urinary sediment present
1217,Renal cyst ruptured
1218,Gastric pacemaker insertion
1219,Hypoalbuminaemia
1220,Robotic surgery
1221,Ciliary body disorder
1222,Vaccination site discolouration
1223,Oral mucosal erythema
1224,Suspected COVID-19
1225,Haemangioblastoma
1226,Ovarian cyst
1227,Needle biopsy site unspecified normal
1228,Spindle cell sarcoma
1229,Seizure anoxic
1230,Tongue atrophy
1231,Herpes simplex viraemia
1232,Bacterial parotitis
1233,Blastic plasmacytoid dendritric cell neoplasia
1234,Oesophagogastroscopy normal
1235,Pharyngitis streptococcal
1236,Iron overload
1237,Tonsillar disorder
1238,Coxsackie virus test positive
1239,Meniscus injury
1240,Gastric varices haemorrhage
1241,Immunodeficiency
1242,Gestational trophoblastic detachment
1243,Idiopathic guttate hypomelanosis
1244,Retrognathia
1245,Lymphadenitis bacterial
1246,Ultrasound pelvis normal
1247,Computerised tomogram kidney
1248,Mucosal haemorrhage
1249,Chest wall abscess
1250,Hemihypoaesthesia
1251,Subcutaneous biopsy
1252,Cardiac stress test abnormal
1253,Vasculitic rash
1254,Barotrauma
1255,Arterial dolichoectasia
1256,Platelet morphology normal
1257,Apnoea neonatal
1258,Blood creatine normal
1259,Paranasal sinus inflammation
1260,Epidural blood patch
1261,Otoscopy abnormal
1262,Breast milk substitute intolerance
1263,Antiallergic therapy
1264,Ex-tobacco user
1265,Antiendomysial antibody positive
1266,Vitamin B6 increased
1267,Immune-mediated pancreatitis
1268,Sjogren's syndrome
1269,Oedema blister
1270,Blood smear test normal
1271,Insulin C-peptide
1272,Epiglottis ulcer
1273,Suture rupture
1274,Foetal macrosomia
1275,Keratinising squamous cell carcinoma of nasopharynx
1276,Band neutrophil percentage
1277,Sebaceous glands overactivity
1278,Ear infection fungal
1279,Nail pigmentation
1280,Bowel preparation
1281,Dengue virus test
1282,Moyamoya disease
1283,Ultrasound biliary tract abnormal
1284,Periodic limb movement disorder
1285,Angioscopy
1286,Jugular vein haemorrhage
1287,Lepromatous leprosy
1288,Intestinal atony
1289,Subacute kidney injury
1290,Mastoid exploration
1291,Lichen planopilaris
1292,Corneal abrasion
1293,Biopsy blood vessel abnormal
1294,Cardiotoxicity
1295,Biopsy urethra normal
1296,Uterine haematoma
1297,Stoma site reaction
1298,Light chain disease
1299,Saccadic eye movement
1300,Spermatorrhoea
1301,Intracranial hypotension
1302,Parkinsonian rest tremor
1303,Postoperative delirium
1304,Diffuse alveolar damage
1305,Sperm analysis
1306,Electrocardiogram PR interval
1307,Pupil fixed
1308,Chronic granulomatous disease
1309,Muscle electrostimulation therapy
1310,Ultrasound Doppler normal
1311,Coronavirus test
1312,Giardia test
1313,Oesophageal anastomosis
1314,Myocardial necrosis marker normal
1315,Intestinal calcification
1316,Echo virus infection
1317,Wrong drug administered
1318,Gastroenteritis salmonella
1319,Herpes sepsis
1320,Reaction to food additive
1321,Colon operation
1322,Myelocyte percentage
1323,Blood pressure inadequately controlled
1324,Pulmonary venous hypertension
1325,Petroleum distillate poisoning
1326,Heat illness
1327,Myringotomy
1328,Bacteria stool test
1329,CALR gene mutation
1330,Cheyne-Stokes respiration
1331,Immune thrombocytopenia
1332,Breast adenoma
1333,Coombs negative haemolytic anaemia
1334,Childhood psychosis
1335,Flavivirus test negative
1336,Serum amyloid A protein
1337,Primary coenzyme Q10 deficiency
1338,Coma scale
1339,Nuclear magnetic resonance imaging renal
1340,Tensilon test abnormal
1341,Fluid intake reduced
1342,No adverse event
1343,Hyperpathia
1344,Ultrasound bladder
1345,Oligoarthritis
1346,Urinary tract obstruction
1347,Neuromyotonia
1348,Colonic fistula
1349,Intra-ocular injection
1350,Neuroborreliosis
1351,Bladder fibrosis
1352,Blood pyruvic acid normal
1353,Product use issue
1354,Lung adenocarcinoma
1355,Infection in an immunocompromised host
1356,Proctoscopy normal
1357,Trichorrhexis
1358,Duodenal rupture
1359,Wound decomposition
1360,Urinary tract infection neonatal
1361,Benzodiazepine drug level increased
1362,Polyomavirus test negative
1363,Urine cannabinoids increased
1364,Papillary renal cell carcinoma
1365,Lung operation
1366,Graft versus host disease in lung
1367,Atypical migraine
1368,Distractibility
1369,Castleman's disease
1370,Vaccination site joint swelling
1371,Infected vasculitis
1372,Osteo-meningeal breaches
1373,Thyroid mass
1374,Osteochondrodysplasia
1375,Job dissatisfaction
1376,Dysponesis
1377,Exsanguination
1378,Pineal neoplasm
1379,Intellectual disability
1380,Troponin T increased
1381,Blood bromide
1382,Promyelocyte count increased
1383,Rash maculovesicular
1384,CSF glucose decreased
1385,Vitamin B12
1386,Metastases to liver
1387,Lymphocyte stimulation test negative
1388,Neutrophil function test abnormal
1389,Hyperemesis gravidarum
1390,Uhthoff's phenomenon
1391,Limbic encephalitis
1392,BCL-2 gene status assay
1393,Leiomyoma
1394,Blood luteinising hormone
1395,Metastases to testicle
1396,Anti-VGCC antibody
1397,Onychomycosis
1398,Gastric ulcer
1399,Anti-aquaporin-4 antibody negative
1400,Muscle injury
1401,Multipathogen PCR test positive
1402,Head circumference
1403,Fluorescent in situ hybridisation negative
1404,Therapeutic response prolonged
1405,Lung induration
1406,Solid pseudopapillary tumour of the pancreas
1407,Triple positive breast cancer
1408,Intervertebral disc protrusion
1409,Uveal melanoma
1410,Arthrolysis
1411,Symptom recurrence
1412,Noninfectious peritonitis
1413,Bordetella test negative
1414,Bacterial antigen positive
1415,Urticarial vasculitis
1416,Spontaneous bacterial peritonitis
1417,Brain herniation
1418,Radical prostatectomy
1419,Chondromalacia
1420,Antibiotic prophylaxis
1421,Haemorrhagic transformation stroke
1422,Urine arsenic increased
1423,Urinary occult blood
1424,Rhonchi
1425,Diabetic gastropathy
1426,Lymphadenectomy
1427,Delusion of replacement
1428,Myelitis transverse
1429,Bronchial obstruction
1430,Lobar pneumonia
1431,Major depression
1432,Hepatitis A virus test
1433,Nephropathy
1434,Tonic clonic movements
1435,Thrombosis with thrombocytopenia syndrome
1436,Bacterial vulvovaginitis
1437,Mycosis fungoides
1438,Epulis
1439,Mesenteric vein thrombosis
1440,Infertility male
1441,Erythematotelangiectatic rosacea
1442,Red blood cell spherocytes present
1443,Anal fistula excision
1444,Umbilical haemorrhage
1445,Pancreatic enzyme abnormality
1446,Exposure during breast feeding
1447,Micturition frequency decreased
1448,Acute on chronic liver failure
1449,Tracheostomy malfunction
1450,Epstein-Barr virus antibody negative
1451,Vitamin B2 deficiency
1452,Central nervous system mass
1453,Infusion site rash
1454,Cardiopulmonary bypass
1455,X-ray limb
1456,Blast cell crisis
1457,Trabeculoplasty
1458,Cytokine abnormal
1459,Asterixis
1460,Yellow fever immunisation
1461,CSF cell count decreased
1462,Histology
1463,Kaposi's sarcoma
1464,Atrial pressure increased
1465,Impulsive behaviour
1466,Trendelenburg's symptom
1467,Blood potassium increased
1468,Hepatitis D virus test positive
1469,Bile duct obstruction
1470,Bartonellosis
1471,Sigmoid-shaped ventricular septum
1472,Phenylketonuria
1473,Pseudo-Bartter syndrome
1474,Transposition of the great vessels
1475,Metastases to abdominal cavity
1476,Orbit atrophy
1477,Prolonged labour
1478,Habit cough
1479,Drug abuse
1480,Giardiasis
1481,Epithelioid sarcoma
1482,Hyperfibrinolysis
1483,Procrastination
1484,Uterine infection
1485,Osteomalacia
1486,Haematocrit increased
1487,Puncture site induration
1488,Intraductal proliferative breast lesion
1489,Laryngeal neoplasm
1490,Sleep attacks
1491,Locked-in syndrome
1492,Denture stomatitis
1493,Rubella
1494,Herpes simplex ophthalmic
1495,Joint fluid drainage
1496,Intraocular pressure fluctuation
1497,Metastatic neoplasm
1498,Liver opacity
1499,Fallopian tube perforation
1500,Vagal nerve stimulator removal
1501,Bandaemia
1502,Breast infection
1503,Cardiovascular autonomic function test normal
1504,Arthroscopy abnormal
1505,Intestinal haematoma
1506,Gluten free diet
1507,Lupus myositis
1508,Thrombin time shortened
1509,Microembolism
1510,Xanthoma
1511,Visual disturbance
1512,Electrocardiogram PQ interval prolonged
1513,Hepatitis E virus test negative
1514,Blood loss assessment
1515,Endometritis decidual
1516,Increased viscosity of bronchial secretion
1517,Topography corneal
1518,Graft versus host disease in liver
1519,Blood growth hormone
1520,Hilar lymphadenopathy
1521,Ultrasound joint normal
1522,Hypoglossal nerve paresis
1523,Athletic heart syndrome
1524,Antipsychotic therapy
1525,CYP2C19 polymorphism
1526,Breast inflammation
1527,Product intolerance
1528,Cytomegalovirus hepatitis
1529,Nasal herpes
1530,Intra-uterine contraceptive device insertion
1531,Hypercholesterolaemia
1532,Aortic wall hypertrophy
1533,Splenic necrosis
1534,Diastolic hypotension
1535,Free haemoglobin
1536,Sleep phase rhythm disturbance
1537,Platelet aggregation increased
1538,Carcinoembryonic antigen normal
1539,Exercise electrocardiogram normal
1540,Virus tissue specimen test positive
1541,Allergy test positive
1542,Herpetic radiculopathy
1543,Pregnancy test negative
1544,Pneumatic compression therapy
1545,Venous oxygen saturation increased
1546,Therapeutic product cross-reactivity
1547,Visual field tests abnormal
1548,Application site abscess
1549,Fascia release
1550,Initial insomnia
1551,Ovarian cancer metastatic
1552,Transfusion-related acute lung injury
1553,Infectious mononucleosis
1554,Blood ethanol increased
1555,Hypernatraemia
1556,Annular elastolytic giant cell granuloma
1557,Iron deficiency
1558,Anorectal ulcer
1559,Liver palpable
1560,Transvalvular pressure gradient increased
1561,Staphylococcal impetigo
1562,"Dementia of the Alzheimer's type, with delirium"
1563,Neovaginal pain
1564,Medically induced preterm birth
1565,Nuclear magnetic resonance imaging abnormal
1566,Neutrophil gelatinase-associated lipocalin
